name,loopTime,iterTime,avgCurrent,avgWatt,avgJoule
"Djikstra FPGA k: 16, Dense Directed",4.293272289156616,0.0004770302543507351,0.09734795363122237,0.48673976815611186,0.00023218959540612788
"Djikstra FPGA k: 16, Dense Undirected",4.391040404040402,0.0004878933782267114,0.10103191309923672,0.5051595654961836,0.0002464640069534707
"Djikstra FPGA k: 16, Sparse Directed",4.343725060827245,0.00048263611786969387,0.08965908808597035,0.44829544042985175,0.00021636357102774827
"Djikstra FPGA k: 16, Sparce Undirected",4.408546798029556,0.0004898385331143951,0.089169102526319,0.445845512631595,0.00021839231190309602
