"index";"time";"minutes";"dateTime";"SDM3045X.CurrentDC"
0;0,078;0,0013;1674726388,5;0,092970611
1;0,31;0,0051666667;1674726388,78;0,0755451857
2;0,59;0,0098333333;1674726388,965;0,0756495681
3;0,775;0,0129166667;1674726389,226;0,0757919614
4;1,036;0,0172666667;1674726390,692;0,0755806182
5;2,502;0,0417;1674726390,82;0,0755655539
6;2,63;0,0438333333;1674726391,006;0,075534799
7;2,816;0,0469333333;1674726392,199;0,0756280581
8;4,009;0,0668166667;1674726392,342;0,0755750197
9;4,152;0,0692;1674726392,495;0,075576714
10;4,305;0,07175;1674726392,62;0,0757954236
11;4,43;0,0738333333;1674726392,774;0,0757517406
12;4,584;0,0764;1674726392,9;0,075548832
13;4,71;0,0785;1674726393,069;0,075566401
14;4,879;0,0813166667;1674726393,237;0,0757849265
15;5,047;0,0841166667;1674726393,38;0,0755520733
16;5,19;0,0865;1674726393,534;0,0928871124
17;5,344;0,0890666667;1674726393,688;0,0931534093
18;5,498;0,0916333333;1674726393,814;0,0929465228
19;5,624;0,0937333333;1674726393,968;0,0929605558
20;5,778;0,0963;1674726394,078;0,0929757675
21;5,981;0,0996833333;1674726394,323;0,0929526738
22;6,18;0,103;1674726394,525;0,07575605
23;6,38;0,1063333333;1674726394,728;0,075582202
24;6,585;0,10975;1674726394,915;0,0756222018
25;6,779;0,1129833333;1674726395,071;0,075702275
26;6,98;0,1163333333;1674726395,308;0,0757507462
27;7,18;0,1196666667;1674726395,527;0,075554762
28;7,379;0,1229833333;1674726395,749;0,0755775612
29;7,58;0,1263333333;1674726395,921;0,0755788503
30;7,78;0,1296666667;1674726396,093;0,0755872849
31;7,979;0,1329833333;1674726396,308;0,0755862167
32;8,18;0,1363333333;1674726396,497;0,0757995857
33;8,38;0,1396666667;1674726396,746;0,0755490899
34;8,58;0,143;1674726396,916;0,0755770455
35;8,779;0,1463166667;1674726397,1;0,0755813917
36;8,979;0,14965;1674726397,307;0,0755642647
37;9,18;0,153;1674726397,525;0,0757812432
38;9,379;0,1563166667;1674726397,726;0,0755759405
39;9,58;0,1596666667;1674726397,913;0,0755716312
40;9,779;0,1629833333;1674726398,111;0,0757313356
41;9,98;0,1663333333;1674726398,312;0,0755795501
42;10,179;0,16965;1674726398,497;0,0755813549
43;10,38;0,173;1674726398,73;0,0757918141
44;10,58;0,1763333333;1674726398,933;0,0755487952
45;10,78;0,1796666667;1674726399,119;0,0755576349
46;10,979;0,1829833333;1674726399,293;0,0755669167
47;11,179;0,1863166667;1674726399,492;0,0929092486
48;11,38;0,1896666667;1674726399,707;0,0929559886
49;11,58;0,193;1674726399,927;0,0931938878
50;11,78;0,1963333333;1674726400,112;0,0929362834
51;11,979;0,19965;1674726400,313;0,0929592299
52;12,18;0,203;1674726400,499;0,0755544674
53;12,38;0,2063333333;1674726400,701;0,0755908208
54;12,579;0,20965;1674726400,92;0,075588795
55;12,78;0,213;1674726401,122;0,0757107464
56;12,98;0,2163333333;1674726401,324;0,0755693107
57;13,18;0,2196666667;1674726401,511;0,0755839331
58;13,379;0,2229833333;1674726401,681;0,0755463275
59;13,58;0,2263333333;1674726401,9;0,0756811333
60;13,78;0,2296666667;1674726402,132;0,075684706
61;13,98;0,233;1674726402,34;0,0755581874
62;14,18;0,2363333333;1674726402,523;0,0757443005
63;14,38;0,2396666667;1674726402,695;0,0755615023
64;14,58;0,243;1674726402,899;0,0755619075
65;14,78;0,2463333333;1674726403,119;0,0757851475
66;14,979;0,24965;1674726403,342;0,0756898257
67;15,18;0,253;1674726403,514;0,0757933979
68;15,379;0,2563166667;1674726403,702;0,0757914458
69;15,579;0,25965;1674726403,889;0,0757443742
70;15,78;0,263;1674726404,105;0,0755802131
71;15,979;0,2663166667;1674726404,323;0,0756862898
72;16,18;0,2696666667;1674726404,54;0,0758058103
73;16,38;0,273;1674726404,726;0,0757444479
74;16,58;0,2763333333;1674726404,89;0,075641244
